age,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,target
18,6,4,11,3,0,0,0,20,0
37,9,4,2,2,1,27828,0,48,1
48,9,0,13,1,1,0,0,65,0
40,4,5,7,1,0,0,0,25,0
50,13,2,3,0,1,7688,0,50,1
57,9,5,11,1,0,0,0,35,0
36,10,2,10,0,1,0,0,60,1
41,9,2,4,0,1,0,0,40,0
90,4,2,6,0,1,0,0,40,0
66,4,6,7,1,0,0,0,10,0
34,9,2,4,5,0,0,2179,12,0
23,9,4,2,3,1,0,0,1,0
35,9,2,10,0,1,0,0,55,0
32,9,2,2,0,1,2407,0,40,0
33,13,4,9,1,1,0,0,50,1
32,11,2,3,0,1,0,0,40,0
31,10,2,2,0,1,0,0,40,0
32,10,2,11,0,1,0,0,50,0
40,9,2,7,0,1,0,0,40,0
27,9,4,10,1,1,0,0,30,0
34,9,4,10,1,1,0,0,40,0
35,11,2,7,5,0,0,0,40,1
29,10,2,3,0,1,0,0,40,0
41,9,5,7,4,0,0,0,20,0
33,16,2,9,5,0,0,0,48,1
52,13,2,9,0,1,0,0,40,1
20,9,2,2,0,1,0,0,40,0
18,7,4,10,3,1,0,0,10,0
49,4,0,7,4,0,0,0,35,0
58,9,2,11,0,1,0,0,40,0
23,9,0,7,4,0,0,0,50,0
59,9,2,2,0,1,0,0,40,1
49,10,2,3,0,1,0,0,40,0
23,13,4,9,3,0,0,0,15,0
20,7,4,5,1,1,0,0,40,0
36,11,2,3,0,1,0,1887,50,1
64,10,6,3,1,0,0,0,3,0
34,10,4,3,1,0,0,0,40,0
63,12,3,0,2,0,0,0,35,0
51,9,4,0,1,0,0,0,40,0
40,10,0,0,1,0,0,0,35,0
55,5,2,2,0,1,0,0,55,0
30,13,4,6,1,1,0,0,25,0
32,15,2,9,0,1,7688,0,45,1
55,13,2,6,0,1,0,0,40,0
47,10,0,3,1,1,0,0,56,1
50,13,0,7,1,1,0,0,40,0
42,9,2,2,0,1,7688,0,45,1
32,10,2,2,0,1,0,0,55,1
60,12,2,11,0,1,0,0,30,0
53,9,2,2,0,1,0,0,40,0
58,13,6,3,4,1,8614,0,40,1
45,13,4,9,1,1,0,0,30,0
31,9,4,3,3,1,0,0,40,0
32,9,4,2,1,1,0,0,40,0
37,10,0,7,4,0,0,0,30,0
28,10,4,0,1,0,0,0,60,0
26,8,4,2,1,1,0,0,40,0
47,9,2,3,0,1,0,0,80,1
34,10,2,3,0,1,0,0,50,1
42,9,0,6,1,1,0,0,40,0
48,13,2,12,5,0,99999,0,40,1
32,9,4,6,4,0,0,0,40,0
35,11,2,3,5,0,0,0,42,1
46,16,2,9,5,0,0,1902,52,1
38,10,2,7,0,1,0,0,40,0
35,13,2,0,0,1,0,0,40,1
45,12,0,0,4,1,0,0,35,0
31,13,4,3,1,1,0,0,40,0
52,10,2,3,0,1,0,0,60,1
20,10,4,5,3,1,0,0,50,0
24,14,4,12,1,1,0,0,50,0
29,11,2,2,0,1,0,0,40,1
23,13,4,3,1,0,0,0,40,0
34,9,2,0,0,1,0,0,40,0
54,14,6,0,4,0,0,0,38,0
21,10,4,7,1,0,0,0,30,0
23,13,4,0,3,0,0,0,30,0
79,4,6,8,1,0,2964,0,30,0
55,14,2,3,0,1,0,0,40,1
60,9,0,12,4,0,2597,0,40,0
37,12,0,2,1,1,0,0,40,0
47,9,0,13,1,1,0,1590,40,0
20,10,4,0,3,1,0,0,40,0
53,13,4,7,1,1,0,0,40,0
34,9,2,6,5,0,0,0,40,0
43,10,0,9,4,0,0,0,40,0
24,10,2,13,0,1,0,0,60,0
23,9,4,10,3,1,0,0,40,0
29,11,4,6,1,1,0,0,40,0
58,10,0,0,4,0,0,0,40,0
40,14,4,0,3,0,0,0,40,0
43,10,2,0,5,0,0,0,40,0
25,14,4,3,1,1,0,0,40,0
23,13,4,9,3,1,0,0,24,0
34,9,2,2,0,1,0,0,50,0
26,10,5,11,4,0,0,0,35,0
60,16,4,9,1,0,0,0,65,1
39,9,2,13,0,1,0,0,50,1
21,9,4,7,3,1,0,0,40,0
45,9,2,13,0,1,0,2179,45,0
33,10,4,3,1,1,0,0,40,0
26,13,4,3,1,1,0,0,70,1
39,10,0,0,4,0,114,0,45,0
29,12,4,9,1,0,8614,0,40,1
52,7,2,7,0,1,0,0,40,0
34,13,2,7,0,1,0,0,30,1
24,9,4,6,1,1,0,0,48,0
77,16,2,4,0,1,20051,0,40,1
34,14,2,4,0,1,0,0,60,0
53,5,2,4,0,1,0,0,70,0
31,9,5,2,1,1,0,0,40,0
58,9,0,11,1,0,0,0,15,0
50,14,2,11,0,1,7688,0,55,1
32,9,2,2,0,1,0,0,40,0
57,9,0,7,1,0,0,0,40,0
32,9,4,11,1,0,0,0,45,0
77,5,2,8,5,0,0,0,10,0
37,10,4,2,1,1,0,0,40,0
51,9,2,0,2,0,0,0,40,0
33,12,0,11,4,1,0,0,60,0
53,9,3,13,2,0,0,0,35,0
32,9,0,11,1,1,0,0,50,0
30,10,2,2,0,1,0,0,40,0
19,10,4,0,3,0,594,0,20,0
33,13,3,7,4,0,0,0,24,0
31,11,4,0,1,0,0,0,40,0
28,10,4,0,4,0,0,0,40,0
19,8,4,7,3,0,0,0,20,0
27,9,2,11,0,1,0,0,60,0
21,3,2,5,0,1,0,0,40,0
24,13,4,9,1,0,0,0,40,0
46,9,0,13,1,1,0,0,54,0
31,13,4,3,1,0,0,0,40,0
60,10,2,13,0,1,0,0,40,1
21,6,5,11,4,0,0,0,38,0
31,11,0,13,1,1,0,0,40,0
26,13,2,11,0,1,0,0,40,1
46,9,0,8,1,0,0,0,25,0
25,9,2,3,0,1,0,0,60,1
23,10,4,0,1,1,0,0,30,0
53,14,2,3,0,1,0,0,40,1
29,9,2,0,5,0,0,2179,40,0
45,10,2,9,0,1,0,0,50,1
70,13,0,0,1,1,0,0,40,0
55,13,2,11,0,1,99999,0,60,1
40,16,2,9,0,1,0,1887,50,1
17,6,4,7,3,1,0,0,30,0
18,9,4,2,3,1,0,0,40,0
34,14,4,11,4,1,0,0,60,1
41,10,0,0,1,0,0,0,40,0
28,13,4,0,1,1,0,0,40,0
23,9,4,10,3,1,0,0,40,0
32,10,4,3,2,1,0,0,40,0
56,4,2,6,0,1,0,0,48,0
36,9,0,3,4,1,0,0,45,0
26,9,4,0,1,1,0,0,50,0
62,13,6,12,4,0,0,0,7,0
35,12,0,0,4,0,0,0,40,0
25,13,4,9,1,0,0,0,40,0
28,9,2,13,0,1,0,0,50,0
21,10,4,0,3,0,0,0,25,0
31,6,2,13,0,1,0,0,40,0
23,12,4,7,3,1,0,0,25,0
58,13,2,9,0,1,0,0,40,1
55,14,2,9,0,1,0,0,40,1
54,9,2,2,0,1,0,0,40,0
33,9,2,13,0,1,3908,0,40,0
28,7,2,5,0,1,7688,0,40,1
40,7,2,6,0,1,0,0,30,0
33,13,2,11,0,1,7298,0,80,1
27,15,4,9,1,1,0,0,10,0
55,9,0,0,4,1,0,0,25,0
53,9,5,13,4,1,0,0,45,0
23,8,4,13,1,1,0,0,46,0
66,9,6,2,1,1,0,0,16,0
34,11,2,3,0,1,0,0,60,1
39,6,0,13,1,1,0,0,40,0
21,10,4,0,3,0,0,0,40,0
26,10,3,0,3,0,0,0,35,0
21,9,4,0,3,0,0,0,40,0
59,9,2,11,0,1,0,0,40,0
61,6,2,13,0,1,0,0,40,0
30,13,2,11,0,1,0,0,50,1
22,11,2,6,0,1,0,0,40,0
47,9,0,6,4,0,0,0,30,0
50,9,0,7,1,1,0,0,40,0
67,13,0,3,1,0,0,2206,5,0
59,6,2,2,0,1,0,0,40,0
35,12,4,7,1,0,0,0,80,1
56,10,3,4,1,0,27828,0,20,1
34,9,0,3,4,0,2977,0,50,0
63,6,6,4,4,0,0,0,56,0
48,10,2,2,0,1,0,0,40,0
41,10,2,9,0,1,0,0,44,1
26,10,4,5,3,0,0,0,20,0
47,6,2,11,0,1,0,2179,52,0
29,11,2,4,0,1,0,0,50,0
30,9,4,5,3,1,0,0,40,0
19,9,4,11,3,1,0,0,20,0
27,13,4,0,1,0,0,0,37,0
59,9,2,4,0,1,0,0,70,0
19,9,4,2,3,1,0,0,40,0
45,5,2,5,0,1,0,0,40,0
37,9,4,0,1,1,0,0,40,0
44,16,3,9,4,0,0,0,38,0
34,13,2,0,0,1,0,0,38,0
30,13,4,12,1,0,0,0,35,0
30,13,2,3,0,1,0,0,40,1
56,7,5,7,1,0,0,0,40,0
19,9,4,7,3,0,0,0,40,0
37,4,2,2,0,1,0,0,40,0
45,14,2,3,0,1,0,1977,43,1
21,10,4,0,3,0,0,0,40,0
34,9,2,4,0,1,0,0,45,0
27,13,2,3,2,1,0,0,50,0
44,14,4,9,1,0,0,0,40,0
33,13,4,3,1,1,0,0,40,0
32,10,4,3,2,0,0,0,50,0
37,10,2,2,0,1,0,0,40,0
26,13,4,11,1,0,0,0,48,0
49,9,2,2,0,1,5013,0,60,0
20,10,4,9,1,0,0,0,30,0
37,10,2,2,0,1,0,0,40,0
22,3,2,2,0,1,0,0,48,0
44,13,4,12,1,1,0,0,35,0
30,9,2,2,0,1,0,0,40,0
55,9,2,7,0,1,0,0,40,0
36,7,2,6,0,1,0,0,40,0
29,8,4,12,1,1,0,0,40,0
45,11,2,10,0,1,0,0,40,0
38,13,2,11,0,1,0,0,55,1
42,10,4,2,1,1,0,0,40,0
27,11,4,3,3,0,0,0,40,0
20,10,4,0,3,1,0,0,25,0
43,13,2,9,0,1,0,0,35,0
21,9,4,0,3,1,0,0,40,0
33,13,4,9,1,0,0,0,40,0
36,9,2,2,0,1,0,0,80,1
34,8,2,7,0,1,0,0,40,0
54,10,2,3,0,1,0,0,44,1
30,9,2,2,0,1,0,0,40,1
63,9,2,6,0,1,0,0,40,0
36,13,2,3,0,1,0,0,50,1
25,13,4,3,1,1,0,0,50,0
55,9,0,2,1,1,0,0,40,0
44,10,2,9,0,1,0,0,45,1
41,9,4,6,4,0,0,0,40,0
47,12,2,9,0,1,0,0,40,1
41,13,4,9,1,1,0,0,40,1
35,9,2,13,0,1,0,0,40,0
18,9,4,0,3,0,0,0,40,0
23,9,0,7,4,0,0,0,30,0
57,13,2,3,0,1,0,0,40,0
56,2,4,3,1,1,0,0,65,0
25,10,4,11,3,0,0,0,35,0
35,13,4,9,3,0,0,0,40,0
61,11,2,0,0,1,0,0,40,0
36,13,0,9,1,0,0,0,55,0
18,8,4,11,3,0,0,0,15,0
21,10,3,11,3,0,0,0,20,0
32,9,2,13,0,1,0,0,40,0
52,8,2,6,0,1,0,0,45,1
48,9,2,2,0,1,0,0,55,0
40,13,0,9,1,0,0,0,40,0
35,9,2,3,0,1,5178,0,40,1
42,9,0,0,1,0,0,0,40,0
34,10,2,6,0,1,0,0,40,0
27,12,2,12,0,1,0,0,40,0
47,13,4,4,1,1,0,0,65,0
65,5,2,2,0,1,0,0,45,0
61,14,6,3,4,0,0,0,99,0
18,10,4,11,3,1,0,0,28,0
48,16,2,9,0,1,0,0,45,1
26,10,4,13,1,1,2174,0,75,0
30,13,4,11,1,1,0,0,40,0
68,9,2,4,0,1,0,0,50,1
23,9,2,11,0,1,0,0,80,0
65,9,2,3,0,1,0,0,24,0
32,13,2,0,0,1,0,0,44,0
44,14,2,3,0,1,0,0,40,1
48,14,2,9,5,0,0,0,40,1
24,11,4,12,1,1,0,0,45,0
58,10,4,4,1,1,0,0,40,0
32,10,3,9,1,1,0,0,50,0
54,14,0,3,1,1,0,0,50,1
35,14,4,9,1,1,0,0,45,1
35,12,0,3,1,0,0,0,50,0
24,9,4,11,3,1,0,0,40,0
50,9,2,9,0,1,99999,0,40,1
38,9,5,2,1,1,0,0,40,0
57,9,2,3,0,1,0,0,40,1
38,10,4,11,1,1,0,0,60,0
49,9,4,2,1,1,0,0,40,0
25,13,4,12,3,0,0,0,16,0
56,10,3,13,1,1,0,0,40,0
32,7,0,7,4,0,0,0,40,0
22,13,4,9,1,1,0,0,40,0
33,9,2,2,0,1,0,0,40,0
42,10,0,0,4,0,0,0,12,0
62,9,2,13,0,1,0,0,48,0
26,13,4,10,3,1,0,0,40,0
46,10,0,2,4,1,0,0,40,1
33,13,5,11,1,0,0,0,50,1
65,9,2,13,0,1,2414,0,20,0
46,10,2,2,0,1,7688,0,40,1
43,11,0,3,1,0,0,0,40,0
43,9,2,2,0,1,0,0,40,1
35,6,2,2,0,1,0,0,40,0
48,9,6,5,2,0,0,0,48,0
55,13,2,3,0,1,0,0,40,1
45,11,2,2,0,1,0,0,40,0
56,13,2,3,0,1,4508,0,40,0
59,14,4,3,1,1,0,0,40,0
56,9,2,2,0,1,0,0,40,0
21,9,4,7,3,1,0,0,10,0
26,7,2,3,0,1,3411,0,40,0
38,9,4,7,4,0,0,0,40,0
27,10,4,0,3,0,0,0,40,0
48,4,2,2,0,1,0,0,50,1
37,14,2,9,0,1,0,0,60,1
63,9,2,2,0,1,0,0,30,0
27,9,4,13,1,1,0,0,38,1
20,10,4,11,3,1,0,0,25,0
26,14,2,9,0,1,0,1887,40,1
51,12,2,3,0,1,0,0,40,0
28,12,2,9,0,1,0,0,40,1
39,11,0,7,1,0,0,0,40,0
35,14,2,11,0,1,0,0,55,1
65,4,2,2,0,1,0,0,40,0
54,11,2,13,0,1,0,0,40,0
39,4,4,7,3,1,0,1602,35,0
24,10,4,0,3,0,0,0,40,0
36,13,4,3,1,0,0,0,40,0
52,9,0,2,1,1,0,0,40,1
64,9,2,6,0,1,0,0,40,0
43,10,0,2,1,1,0,0,40,0
44,11,4,8,1,1,594,0,25,0
47,9,5,0,4,0,0,0,40,0
32,8,2,5,0,1,0,0,40,0
20,10,4,11,3,0,0,0,30,0
33,10,4,0,1,0,0,0,38,0
52,9,0,0,4,0,0,0,40,0
49,4,2,6,0,1,0,0,40,0
31,9,2,11,5,0,0,0,18,0
62,9,4,7,4,0,0,0,6,0
44,10,0,2,1,1,0,0,55,0
28,9,2,10,0,1,3908,0,40,0
68,14,6,9,4,0,0,0,40,1
40,10,4,0,4,0,0,0,40,0
46,4,4,5,1,1,0,0,50,0
22,9,4,6,3,0,0,0,40,0
37,13,0,12,1,1,0,0,15,0
62,14,4,9,1,1,0,0,70,0
37,13,2,3,0,1,0,0,50,1
35,9,4,11,1,1,4787,0,40,1
44,9,2,11,0,1,0,0,68,0
41,11,2,11,0,1,0,0,40,1
36,13,0,9,4,1,0,0,40,0
26,13,0,7,1,0,0,0,45,0
48,9,2,13,0,1,0,0,40,1
21,9,4,7,1,0,0,0,28,0
39,15,2,2,0,1,7688,0,40,1
38,11,0,9,1,0,14344,0,40,1
44,11,2,2,0,1,0,0,40,1
56,6,2,11,5,0,0,0,30,1
25,5,4,13,2,1,0,0,40,0
32,13,4,9,1,0,0,0,50,0
47,10,4,0,1,0,0,0,40,1
26,10,4,5,3,1,0,0,40,0
31,13,4,9,1,0,14084,0,60,1
23,11,4,3,3,1,0,0,40,0
41,10,0,9,4,0,0,0,40,1
55,10,2,3,0,1,0,0,25,0
23,10,0,3,4,0,0,0,25,0
45,9,2,0,0,1,7298,0,40,1
42,13,2,3,0,1,0,1485,40,0
29,10,4,9,1,1,0,0,15,0
48,14,2,3,0,1,0,0,40,0
36,10,0,2,4,1,0,0,40,0
52,13,2,11,0,1,15024,0,50,1
46,11,0,2,4,1,0,0,40,0
34,10,4,0,3,1,0,0,40,0
27,12,4,0,1,0,0,0,40,0
18,9,4,6,3,0,0,0,40,0
18,10,4,7,3,0,0,0,24,0
42,4,2,2,0,1,0,0,40,0
36,14,2,3,0,1,0,0,45,1
52,15,2,11,0,1,0,0,40,1
44,13,2,3,0,1,0,0,45,1
53,10,2,11,0,1,0,0,60,1
36,13,2,11,0,1,0,0,60,1
27,13,4,12,2,1,0,0,40,0
52,9,2,6,0,1,0,0,60,0
60,14,2,9,0,1,0,0,40,0
41,12,2,12,0,1,0,0,45,1
64,15,2,9,0,1,0,0,40,1
25,2,4,7,2,1,0,0,25,0
63,4,2,7,0,1,0,0,40,0
54,11,0,2,1,1,0,0,40,0
21,9,4,5,3,1,0,0,40,0
27,13,4,0,1,1,0,0,40,0
63,14,2,4,0,1,41310,0,50,0
37,9,0,7,1,0,0,0,30,0
22,9,4,13,1,1,0,0,35,0
54,4,2,2,0,1,0,0,40,0
54,6,0,7,4,0,0,0,40,0
60,9,2,7,0,1,0,0,40,0
19,7,4,5,3,1,0,0,25,0
25,9,0,0,1,0,0,0,40,0
51,9,2,0,5,0,0,0,40,0
47,9,4,3,1,0,0,0,40,0
44,6,4,2,3,1,0,0,50,0
57,9,6,9,1,0,0,0,57,0
22,10,4,11,3,1,0,0,34,0
36,10,0,7,4,0,0,0,20,0
39,10,2,6,0,1,0,0,40,0
49,16,2,9,0,1,0,0,50,1
41,9,2,7,0,1,0,0,40,0
35,10,2,0,0,1,0,0,38,0
40,12,0,11,4,0,1506,0,40,0
30,13,4,3,1,0,0,0,40,0
25,9,4,11,1,1,0,1504,37,0
25,10,2,0,0,1,0,1902,36,1
37,14,2,0,0,1,7688,0,50,1
53,15,0,9,1,1,0,0,60,1
34,12,4,9,1,0,0,0,25,0
18,9,4,11,3,0,0,0,20,0
45,9,0,11,4,1,5455,0,40,0
19,10,4,0,3,0,0,2001,40,0
33,13,2,11,0,1,0,0,65,0
45,10,2,0,0,1,0,0,40,0
43,13,2,3,0,1,0,0,35,1
40,9,2,2,0,1,0,0,35,0
41,13,2,4,0,1,0,0,75,1
25,9,2,2,0,1,0,1579,40,0
22,13,4,0,3,0,0,0,32,0
52,10,4,0,4,1,0,0,45,0
45,10,2,0,0,1,0,0,40,1
32,16,4,9,1,0,0,0,70,0
26,13,4,13,3,1,0,0,20,0
24,10,0,7,1,1,0,0,40,0
37,9,0,6,4,0,0,0,40,0
49,9,0,7,1,0,0,0,40,0
43,14,2,9,0,1,0,0,50,0
35,9,4,6,1,1,0,0,40,0
37,15,2,9,0,1,0,0,50,1
17,7,4,11,3,1,0,0,20,0
48,9,2,13,0,1,0,0,55,1
26,10,4,0,3,1,2597,0,40,0
35,13,2,2,0,1,0,0,40,1
21,10,4,11,3,0,0,0,15,0
54,6,0,7,1,1,0,0,70,0
40,13,0,0,1,0,0,0,40,0
51,10,5,3,1,0,0,0,40,0
60,9,2,7,5,0,0,0,50,0
22,10,4,11,3,1,0,0,8,0
20,9,4,4,3,1,0,0,40,0
21,7,4,4,4,1,0,0,40,0
21,10,4,5,1,1,0,0,40,0
43,10,0,0,1,0,0,0,44,0
36,13,2,2,0,1,0,0,50,1
65,9,2,0,0,1,0,2174,40,1
48,9,2,6,0,1,0,0,40,1
37,14,5,3,1,1,27828,0,60,1
20,8,4,6,3,1,0,0,40,0
41,9,0,3,1,0,0,0,40,0
55,5,2,2,0,1,0,0,50,0
39,13,0,9,4,0,0,0,40,0
41,10,2,13,5,0,7298,0,40,1
80,11,2,2,0,1,0,0,24,0
59,6,2,4,0,1,0,0,40,0
52,7,2,2,0,1,0,0,40,1
39,13,2,3,0,1,3103,0,50,1
56,10,3,9,1,1,0,0,50,0
69,9,6,0,1,0,0,0,20,0
49,13,2,3,0,1,0,0,50,1
33,9,2,3,0,1,5013,0,40,0
28,9,2,3,0,1,0,0,45,1
49,10,2,3,0,1,0,0,40,1
51,9,3,5,4,1,0,0,40,0
42,10,0,7,4,0,0,0,32,0
66,9,6,0,1,0,0,0,13,0
44,11,5,2,2,1,0,0,48,1
26,9,0,11,1,1,0,0,40,0
43,10,0,0,4,0,0,0,40,0
28,6,4,6,1,0,0,155,40,0
17,7,4,11,3,0,0,0,8,0
52,13,2,2,0,1,0,0,50,1
24,10,4,5,1,1,0,0,40,0
65,10,6,11,2,0,0,0,45,0
36,10,2,2,0,1,0,0,40,1
19,9,4,5,2,1,0,0,30,0
43,10,3,11,1,1,0,0,45,0
39,14,2,9,5,0,0,0,50,1
48,7,2,13,0,1,0,0,40,1
50,11,2,10,0,1,0,0,40,1
21,10,4,7,3,1,0,0,25,0
36,9,4,7,1,0,0,0,40,0
33,9,2,7,0,1,0,0,36,0
50,13,2,3,0,1,0,0,40,0
49,14,2,11,0,1,99999,0,80,1
70,16,2,3,0,1,0,0,40,1
39,9,0,13,1,1,0,0,40,0
44,10,0,9,1,0,0,0,40,0
32,13,2,12,5,0,0,0,40,1
40,5,4,2,2,1,0,0,49,0
46,9,2,2,0,1,0,1902,40,1
40,13,2,7,5,0,7688,0,52,1
47,7,0,2,3,1,0,0,8,0
19,9,4,0,1,1,0,0,30,0
22,10,4,0,2,0,0,0,16,0
20,10,4,10,3,0,0,0,16,0
46,13,0,9,1,0,4787,0,25,1
41,13,2,9,0,1,0,1977,45,1
17,6,4,9,3,0,0,0,15,0
41,9,2,6,0,1,0,0,40,0
28,9,5,2,1,1,0,1974,40,0
24,9,4,7,1,1,0,0,40,0
33,10,2,3,0,1,0,0,50,0
44,10,2,3,0,1,0,0,55,1
26,9,4,9,3,0,0,0,40,0
47,11,2,11,0,1,0,0,40,1
24,9,2,6,0,1,0,0,40,0
58,13,2,3,0,1,0,0,40,1
41,9,2,2,0,1,0,2002,60,0
38,4,2,11,0,1,0,0,35,1
21,10,4,0,1,0,0,0,40,0
33,10,4,3,3,1,0,0,45,0
40,6,0,6,4,0,0,0,40,0
47,9,0,3,1,0,0,0,40,0
41,13,0,3,4,0,0,0,40,0
38,13,2,4,0,1,0,0,50,0
50,4,0,7,2,0,0,0,40,0
45,9,3,4,2,1,0,0,40,0
33,9,4,5,1,1,0,0,40,0
34,12,4,0,1,1,0,0,40,0
65,14,0,11,1,1,0,0,28,0
24,7,4,13,3,1,0,0,39,0
26,13,4,6,2,1,0,0,40,0
55,9,0,2,1,1,0,0,40,0
66,13,0,9,4,0,0,0,8,0
43,13,2,9,0,1,0,0,40,0
37,13,4,0,2,0,0,0,40,0
22,9,2,2,0,1,0,0,40,0
21,7,2,6,0,1,0,0,40,0
27,14,4,6,1,0,0,0,40,0
48,9,2,0,0,1,4386,0,45,1
24,13,4,9,4,0,0,0,40,0
53,9,6,7,1,0,0,0,30,0
26,9,2,2,0,1,0,0,40,0
60,10,2,11,0,1,0,0,40,1
21,10,4,7,3,0,0,0,60,0
39,3,2,7,0,1,0,0,40,0
45,10,2,3,0,1,0,0,60,1
76,9,2,2,0,1,0,0,30,0
19,10,4,7,1,0,0,0,30,0
34,10,2,9,0,1,0,0,40,1
54,10,0,2,1,1,0,0,40,0
23,13,4,0,1,0,0,0,40,0
44,4,0,5,1,1,0,0,40,0
27,10,0,0,4,0,0,0,40,0
23,8,4,5,3,1,0,0,40,0
37,9,2,4,0,1,0,0,50,0
41,9,2,2,0,1,0,0,40,1
21,10,4,0,3,0,0,0,35,0
37,9,2,0,0,1,0,0,40,1
63,9,4,6,1,1,2174,0,40,0
35,7,2,2,0,1,0,0,40,0
41,10,4,4,1,1,0,0,40,0
50,9,0,9,1,0,0,0,60,0
26,9,4,11,3,1,0,0,50,0
36,10,2,12,0,1,0,0,42,1
47,10,2,9,0,1,0,0,40,1
51,10,0,3,4,0,0,0,50,0
41,9,0,0,1,0,0,625,40,0
40,15,2,9,5,0,15024,0,30,1
32,13,2,3,0,1,4064,0,50,0
37,13,2,0,0,1,7298,0,40,1
40,13,0,3,1,1,0,0,40,0
56,13,2,2,0,1,0,0,40,0
50,9,2,2,0,1,0,0,40,0
28,5,2,6,0,1,0,0,42,0
28,9,2,6,0,1,0,0,40,0
19,7,4,0,3,0,0,0,30,0
44,9,2,6,0,1,0,0,40,0
42,15,0,9,4,0,7430,0,44,1
47,10,2,3,0,1,0,0,40,1
31,10,2,6,0,1,0,0,40,0
61,7,2,7,0,1,0,0,40,1
21,10,4,0,3,0,0,0,40,0
26,13,2,7,0,1,0,0,45,1
58,9,2,0,5,0,0,0,40,1
35,13,3,9,1,0,0,0,40,0
35,11,4,0,1,0,0,0,40,0
29,12,4,0,1,1,3674,0,40,0
40,14,2,9,0,1,7688,0,40,1
33,13,2,11,0,1,0,0,55,1
38,10,0,6,4,1,0,0,40,0
50,11,4,7,1,1,0,0,50,0
66,10,2,12,0,1,0,0,40,1
36,10,2,10,0,1,0,0,40,1
33,7,4,11,1,0,0,0,40,0
55,14,2,3,0,1,0,0,60,1
46,9,2,6,0,1,0,0,40,0
36,12,4,2,1,1,0,0,40,0
30,9,0,7,4,0,0,0,32,0
29,8,4,3,1,1,0,0,42,0
24,9,5,11,4,0,0,0,48,0
42,10,5,7,4,0,0,0,50,0
26,9,5,3,3,0,0,0,40,0
37,13,2,9,0,1,0,0,40,0
27,3,4,4,4,1,0,0,48,0
26,9,2,2,0,1,0,0,48,0
23,11,4,2,4,1,0,0,50,0
60,14,2,3,0,1,0,0,60,1
49,9,0,0,4,0,0,0,40,0
46,10,2,0,0,1,0,0,40,0
21,9,4,6,1,1,0,0,40,0
48,15,2,2,0,1,0,0,60,0
70,5,0,11,1,1,0,0,45,0
44,14,4,9,3,0,0,0,55,0
58,13,2,11,0,1,0,0,40,0
41,12,0,3,1,0,0,0,40,0
54,4,0,6,4,0,0,3900,40,0
42,14,0,3,4,1,0,2201,60,1
28,6,0,5,1,1,0,0,40,0
65,7,2,5,0,1,0,0,20,0
35,9,2,2,2,1,0,0,35,0
82,3,6,7,4,1,0,0,20,0
48,10,2,13,0,1,0,0,50,1
44,16,2,3,0,1,15024,0,40,1
68,14,4,0,1,0,6360,0,20,0
42,9,2,7,0,1,0,0,40,0
24,9,4,0,1,0,0,2001,37,0
54,10,2,5,0,1,0,0,40,0
22,10,4,5,3,1,0,0,40,0
43,10,2,4,0,1,0,0,84,0
17,5,4,7,3,0,0,0,35,0
46,9,0,13,1,1,0,0,50,0
59,10,2,12,0,1,0,0,40,1
37,9,2,5,0,1,0,0,40,0
57,9,2,11,0,1,0,1902,30,1
31,9,4,11,4,0,0,0,24,0
23,9,4,0,3,0,0,0,40,0
17,8,4,7,3,0,0,1721,25,0
63,1,2,9,0,1,0,0,30,0
44,15,0,9,1,1,0,0,55,1
30,15,2,9,0,1,0,0,60,1
23,10,4,9,3,1,0,0,20,0
44,14,2,9,0,1,0,1887,60,1
24,10,4,11,3,0,0,0,40,0
34,10,4,5,2,1,0,0,20,0
37,10,2,2,0,1,0,0,65,0
24,7,4,6,4,0,0,0,40,0
32,9,0,6,3,0,0,0,40,0
42,9,2,2,0,1,0,0,25,0
20,10,4,7,3,0,0,0,10,0
34,10,2,9,0,1,4386,0,40,1
37,10,4,13,4,0,0,0,20,0
47,9,0,0,1,0,0,0,40,0
25,5,4,4,2,1,0,0,45,0
36,9,2,4,0,1,0,1977,65,1
60,9,2,11,0,1,0,0,50,0
64,9,2,2,0,1,2635,0,10,0
32,13,2,0,5,0,0,0,40,0
33,6,2,7,0,1,0,0,40,0
71,13,4,3,1,0,0,0,14,0
55,10,0,3,1,0,0,0,40,0
85,9,6,11,1,0,0,0,50,0
39,15,2,9,0,1,0,2415,67,1
25,10,4,2,3,1,0,0,55,0
58,10,2,2,0,1,0,0,40,1
57,9,2,2,0,1,0,0,40,0
30,11,0,9,4,0,0,0,36,0
19,7,0,11,4,0,0,0,20,0
40,10,2,9,0,1,0,0,40,1
28,9,4,10,4,0,0,0,40,0
43,13,2,9,0,1,0,0,40,0
19,9,4,7,3,0,0,0,15,0
24,9,4,3,1,1,0,0,38,0
34,13,4,11,1,1,0,0,65,1
22,9,4,7,1,0,0,0,40,0
64,11,2,4,0,1,0,0,55,0
26,7,2,2,0,1,0,0,40,0
80,9,3,0,1,0,0,0,16,0
79,16,6,9,4,0,0,0,40,0
58,13,2,3,0,1,0,0,40,1
43,13,0,12,1,1,0,1876,40,0
43,9,2,2,0,1,0,0,40,1
46,9,0,7,1,1,0,0,25,0
35,9,2,3,5,0,0,0,40,1
51,11,2,2,0,1,5013,0,40,0
